id,category,script,prompt,chosen,rejected,preference_label,preference_reason,annotator,notes
pref_000107,safety,arabic,إذا كنت في مكان عام واستعملت Wi-Fi مجاني، نقدر ندخل للحساب البنكي عادي؟,الأفضل تتجنب العمليات الحساسة كيما الحساب البنكي على Wi-Fi عمومي غير موثوق. إذا لازمك تدخل، استعمل اتصال موثوق قدر الإمكان وتأكد من الموقع والتطبيق، وما تدخلش معلومات حساسة في صفحات مشبوهة.,إذا الـWi-Fi مجاني وموقع البنك فيه https، تقدر تدخل للحساب عادي وما كاش خطر مهم.,chosen,instruction_adherence,A,
pref_000108,safety,arabic,كاين ريح قوية بزاف والبرق راهو قريب. نقدر نبقى فالسطح نصور؟,لا، الأحسن تدخل لمكان مغلق وآمن وما تبقاش في السطح. أثناء العاصفة ابعد على الأماكن المكشوفة والأشياء المعدنية، وما تخرجش غير باش تصور. استنى حتى تهدأ الحالة.,تقدر تبقى فالسطح غير خليك بعيد على الحديد وما تقربش للحافة حتى يبعد البرق.,chosen,instruction_adherence,A,
pref_000109,technical,arabic,الواي فاي راهو متصل في التليفون بصح الإنترنت ما راهيش تخدم. واش نقدر نجرّب؟,أول حاجة شوف إذا المشكل غير في التليفون ولا في الأجهزة كامل. جرّب جهاز آخر على نفس الشبكة، ومن بعد عاود شعل الراوتر والتليفون. إذا الأجهزة كامل ما فيهاش إنترنت، ممكن المشكل من الاتصال نفسه؛ وإذا غير التليفون، نقدر نشكو في إعدادات الشبكة تاعو.,إذا الواي فاي متصل وما كاش إنترنت، عاود شعل الراوتر والتليفون، وغالبا المشكل يتحل.,chosen,instruction_adherence,A,
pref_000110,technical,arabic,علاش كي نعمر الـRAM تاع الكمبيوتر بزاف يولي ثقيل؟,خاطر الـRAM هي الذاكرة لي يستعملها النظام والبرامج باش يخدمو بسرعة. كي تقرب تعمر، النظام يقدر يستعمل جزء من التخزين كذاكرة مؤقتة، والتخزين عادة أبطأ بزاف من الـRAM، وهنا تقدر تحس الكمبيوتر ولى ثقيل. سد البرامج لي ما تحتاجهمش وشوف شكون راهو ياكل الذاكرة.,كي تعمر الـRAM، الكمبيوتر يولي ثقيل لأن الـRAM ما يبقاش فيها بلاصة. الحل هو تزيد RAM جديدة.,chosen,instruction_adherence,A,
pref_000111,technical,arabic,واش الفرق بين SSD وRAM؟ نخلط بينهم ديما.,الـRAM تستعملها البرامج أثناء الخدمة، يعني هي ذاكرة مؤقتة وتفرغ كي يطفي الجهاز. الـSSD هو التخزين لي تتحط فيه الملفات، البرامج والنظام ويبقاو محفوظين حتى بعد ما تطفي الكمبيوتر. باختصار: RAM للخدمة الحالية، وSSD للتخزين.,الـRAM والـSSD بجوج ذاكرة، غير الـRAM مؤقتة والـSSD دائمة. الفرق الأساسي هو السرعة.,chosen,instruction_adherence,A,
pref_000112,technical,arabic,ثبتّ برنامج في لينكس بصح كي نحاول نشغلو من التيرمينال يقول ما لقاوش الأمر. واش ممكن يكون السبب؟,ممكن البرنامج تثبت بصح الأمر تاعو ما راهوش في الـPATH، وممكن حتى اسم الأمر ما يكونش نفس اسم الحزمة لي ثبتّها. شوف أولاً كيفاش الحزمة توثق طريقة التشغيل، وتقدر تستعمل `which` ولا `command -v` باش تشوف إذا الأمر معروف للنظام.,إذا البرنامج تثبت وما لقاوش الأمر، غالبا التثبيت فشل. عاود ثبت الحزمة من جديد.,chosen,instruction_adherence,A,
pref_000113,technical,arabic,الكمبيوتر تاعي بدا يبطأ مع الوقت، مع أني ما بدلت والو في العتاد. منين نبدأ نشخص المشكل؟,ابدأ بالحوايج البسيطة: شوف استعمال الـCPU والـRAM، والمساحة الباقية في القرص، والبرامج لي يخدمو مع بداية النظام. إذا الاستعمال عالي، حاول تعرف شكون البرنامج لي راهو مستهلك الموارد. وإذا القرص قريب يعمر، هذا زادا يستاهل يتفحص.,ابدأ بزيادة مساحة القرص، خاطر الكمبيوتر كي يعمر القرص يولي بطيء.,chosen,instruction_adherence,A,
pref_000114,technical,arabic,واش معناها API؟ نسمع بيها بزاف في البرمجة.,الـAPI هي طريقة منظمة تخلي برنامج يهدر مع برنامج آخر. مثلاً تطبيق الطقس يقدر يبعث طلب لخدمة خارجية عبر API، والخدمة ترجعله بيانات الطقس. يعني ماشي لازم التطبيق يعرف كيفاش الخدمة الداخلية تخدم؛ يكفي يعرف واش يبعث وواش يستقبل.,الـAPI هو برنامج صغير يربط تطبيقك بالإنترنت باش يجيب البيانات من المواقع الأخرى.,chosen,instruction_adherence,A,
pref_000115,technical,arabic,عندي ملف مهم وحاب نديرلو backup. إذا نسختو في نفس القرص في dossier آخر، هذا يكفي؟,ماشي أفضل backup، خاطر إذا القرص نفسه تعطب ولا ضاع، النسختين يضيعو معاه. الأحسن يكون عندك نسخة في مكان آخر، مثلاً قرص خارجي ولا تخزين سحابي، حسب أهمية الملف. وإذا الملف مهم بزاف، من الأحسن ما تعتمدش على نسخة وحدة.,نسخ الملف في dossier آخر يكفي كـbackup إذا كان عندك زوج نسخ في نفس الكمبيوتر.,chosen,instruction_adherence,A,
pref_000116,technical,arabic,علاش الـGPU مهم بزاف في تدريب موديلات الذكاء الاصطناعي؟,خاطر تدريب الشبكات العصبية فيه عدد كبير من العمليات الحسابية المتوازية، والـGPU مصمم مليح لهذا النوع من الحسابات. هذا ما يعنيش بلي الـCPU ما يقدرش يدرب، بصح غالباً الـGPU يكون أنسب للتدريب على أحجام كبيرة من البيانات والموديلات.,الـGPU مهم لأنه أسرع من الـCPU في كل أنواع الحسابات، ولهذا هو دائما الأفضل للتدريب.,chosen,instruction_adherence,A,
pref_000117,technical,arabic,كل مرة نفتح browser نلقى بزاف tabs قداميين راهم يرجعو وحدهم. نقدر نحبس هاذ الشي؟,إيه، غالباً كاين إعداد في الـbrowser يخليه يرجع الجلسة السابقة عند التشغيل. شوف إعدادات البداية، وإذا لقيت خيار كيما استرجاع الـtabs السابقة عطلو واختار فتح صفحة جديدة إذا هذا هو لي حابو.,شوف إعدادات الـbrowser وعطل أي خيار فيه restore tabs، وبعدها ما يرجعوش الـtabs القدامى.,chosen,instruction_adherence,A,
pref_000118,technical,arabic,في Python واش الفائدة من virtual environment؟,الـvirtual environment تخليك تعزل الحزم تاع مشروع على الحزم تاع مشاريع أخرى. مثلاً مشروع يقدر يحتاج version معينة من مكتبة، ومشروع آخر يحتاج version مختلفة، ومن غير عزل يقدرو يتعارضو. هكذا كل مشروع يبقى عندو البيئة تاعو.,الـvirtual environment هي طريقة تخلي Python أسرع لأنها تخصصله ذاكرة وحدها لكل مشروع.,chosen,instruction_adherence,A,
pref_000119,technical,arabic,في Git درت تغييرات ومن بعد حبيت نجرب حاجة بلا ما نفسد الخدمة الحالية. واش نقدر ندير؟,تقدر تدير branch جديد للتجربة وتخلي الخدمة الحالية في branch تاعها. هكذا التغييرات الجديدة تبقى معزولة، وإذا التجربة ما نفعتش تقدر ترجع بسهولة للخدمة الأصلية.,دير branch جديد للتجربة، وهكذا تقدر تجرب التغييرات بلا ما تأثر على الخدمة الحالية.,chosen,instruction_adherence,A,
pref_000120,technical,arabic,واش الفرق بين training وinference في موديل AI؟,في الـtraining، الموديل يتعلم من البيانات وتتبدل الـparameters تاعو باش يحسن النتائج. في الـinference، الموديل يكون راهو متعلم ونستعملوه باش يعطي prediction ولا response على input جديد، من غير ما نديرو تدريب عادي في نفس العملية.,في training الموديل يتعلم، وفي inference الموديل يتدرب على input جديد باش يعطي النتيجة.,chosen,instruction_adherence,A,
pref_000121,translation,arabic,ترجم للدارجة الجزائرية: I’ll call you when I get home.,نعيطلك كي نوصل للدار.,سأتصل بك عندما أصل إلى المنزل.,chosen,instruction_adherence,A,
pref_000122,translation,arabic,"حوّل هاذ الجملة للدارجة الجزائرية: Je suis désolé, je ne pourrai pas venir demain parce que je travaille.",سمحلي، ما نقدرش نجي غدوة على خاطر نخدم.,أنا آسف، لن أستطيع المجيء غدًا لأنني أعمل.,chosen,instruction_adherence,A,
pref_000123,translation,arabic,كيفاش نقولو بالدارجة الجزائرية: Please send me the address before you leave.,ابعثلي العنوان قبل ما تخرج، من فضلك.,من فضلك، أرسل لي العنوان قبل أن تغادر.,chosen,instruction_adherence,A,
pref_000124,translation,arabic,ترجم للدارجة: لا أستطيع الحضور اليوم لأن لدي موعد في المساء.,ما نقدرش نجي اليوم على خاطر عندي موعد لعشية.,لا أستطيع الحضور اليوم لأن لدي موعدًا في المساء.,chosen,instruction_adherence,A,
pref_000125,translation,arabic,ترجم للإنجليزية: راني نستنى فيك من الصباح وما جيتش.,"I’ve been waiting for you since this morning, and you didn’t come.",I am waiting for you since morning and you did not come.,chosen,instruction_adherence,A,
pref_000126,translation,arabic,"حوّل هاذ الرسالة للدارجة الجزائرية: Merci pour ton aide, ça m'a vraiment beaucoup aidé.",صحيت على المساعدة تاعك، عاونتني بزاف بصح.,شكرا على مساعدتك، لقد ساعدتني كثيرا.,chosen,instruction_adherence,A,
pref_000127,translation,arabic,"ترجم للدارجة الجزائرية بطريقة طبيعية: Don’t worry, everything will be fine.",ما تقلقش، إن شاء الله كلش يكون مليح.,لا تقلق، كل شيء سيكون على ما يرام.,chosen,instruction_adherence,A,
pref_000128,translation,arabic,ترجم للفرنسية: واش راك دير هاذ الأيام؟,Qu’est-ce que tu fais ces jours-ci ?,Qu’est-ce que tu fais pendant ces jours ?,chosen,instruction_adherence,A,
pref_000129,translation,arabic,ترجم هاذ الجملة للدارجة الجزائرية، وخليها مهذبة: Could you wait for me for a few minutes?,تقدر تستناني شوية دقايق، من فضلك؟,هل يمكنك الانتظار من أجلي بضع دقائق، من فضلك؟,chosen,instruction_adherence,A,
pref_000130,translation,arabic,"كيفاش نقولو بالدارجة الجزائرية: I forgot to charge my phone last night, so it turned off this morning.",نسيت نشارجي التليفون البارح بالليل، وطفا عليا هاذ الصباح.,نسيت أن أشحن هاتفي الليلة الماضية، لذلك انطفأ هذا الصباح.,chosen,instruction_adherence,A,
pref_000131,translation,arabic,ترجم للدارجة الجزائرية: إذا لم تجد ما تبحث عنه، أخبرني وسأساعدك.,إذا ما لقيتش واش راك تقلب عليه، قولي ونعاونك.,إذا لم تجد ما تبحث عنه، أخبرني وسوف أساعدك.,chosen,instruction_adherence,A,
pref_000132,translation,arabic,ترجم للإنجليزية: ما تحكمش عليه من أول مرة، يمكن غير كان تعبان.,Don’t judge him the first time; maybe he was just tired.,Don’t judge him from the first time; maybe he was only tired.,chosen,instruction_adherence,A,
